step,block,requested_current_a,is_on,load_increment_pct,natural_increment_pct,ramp_increment_pct,shift_increment_pct,start_stop_increment_pct,total_increment_pct,damage_pct,theta_i0_a_per_cm2,theta_ih_a_per_cm2,theta_r_ohm_cm2,actual_cell_voltage_v,actual_stack_power_kw,diagnostic_cell_voltage_270a_v,diagnostic_stack_power_270a_kw
42,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,3.7412114122222224,1.8912723127094248e-07,0.0028422385261440614,0.045848911126942546,0.914690878225413,0.0,0.7179993318556427,32.956169332174
43,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,3.7412114122222224,1.8912723127094248e-07,0.0028422385261440614,0.045848911126942546,0.914690878225413,0.0,0.7179993318556427,32.956169332174
44,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,3.7412114122222224,1.8912723127094248e-07,0.0028422385261440614,0.045848911126942546,0.914690878225413,0.0,0.7179993318556427,32.956169332174
45,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,3.7412114122222224,1.8912723127094248e-07,0.0028422385261440614,0.045848911126942546,0.914690878225413,0.0,0.7179993318556427,32.956169332174
46,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,3.7412114122222224,1.8912723127094248e-07,0.0028422385261440614,0.045848911126942546,0.914690878225413,0.0,0.7179993318556427,32.956169332174
47,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,3.7412114122222224,1.8912723127094248e-07,0.0028422385261440614,0.045848911126942546,0.914690878225413,0.0,0.7179993318556427,32.956169332174
48,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,3.7412114122222224,1.8912723127094248e-07,0.0028422385261440614,0.045848911126942546,0.914690878225413,0.0,0.7179993318556427,32.956169332174
49,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,3.7412114122222224,1.8912723127094248e-07,0.0028422385261440614,0.045848911126942546,0.914690878225413,0.0,0.7179993318556427,32.956169332174
50,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,3.7412114122222224,1.8912723127094248e-07,0.0028422385261440614,0.045848911126942546,0.914690878225413,0.0,0.7179993318556427,32.956169332174
51,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,3.7412114122222224,1.8912723127094248e-07,0.0028422385261440614,0.045848911126942546,0.914690878225413,0.0,0.7179993318556427,32.956169332174
52,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,3.7412114122222224,1.8912723127094248e-07,0.0028422385261440614,0.045848911126942546,0.914690878225413,0.0,0.7179993318556427,32.956169332174
53,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,3.7412114122222224,1.8912723127094248e-07,0.0028422385261440614,0.045848911126942546,0.914690878225413,0.0,0.7179993318556427,32.956169332174
54,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,3.7412114122222224,1.8912723127094248e-07,0.0028422385261440614,0.045848911126942546,0.914690878225413,0.0,0.7179993318556427,32.956169332174
55,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,3.7412114122222224,1.8912723127094248e-07,0.0028422385261440614,0.045848911126942546,0.914690878225413,0.0,0.7179993318556427,32.956169332174
56,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,3.7412114122222224,1.8912723127094248e-07,0.0028422385261440614,0.045848911126942546,0.914690878225413,0.0,0.7179993318556427,32.956169332174
57,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,3.7412114122222224,1.8912723127094248e-07,0.0028422385261440614,0.045848911126942546,0.914690878225413,0.0,0.7179993318556427,32.956169332174
58,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,3.7412114122222224,1.8912723127094248e-07,0.0028422385261440614,0.045848911126942546,0.914690878225413,0.0,0.7179993318556427,32.956169332174
59,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,3.7412114122222224,1.8912723127094248e-07,0.0028422385261440614,0.045848911126942546,0.914690878225413,0.0,0.7179993318556427,32.956169332174
60,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.00196,0.0019605555555555557,3.743171967777778,1.8912554178988268e-07,0.0028425654521106822,0.045853323639726,0.8219254232625064,3.4931830488656526,0.717996120265974,32.95602192020821
61,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431725233333335,1.891255413110089e-07,0.002842565544744222,0.04585332489028169,0.8219254230709081,3.493183048051359,0.717996119355766,32.95602187842966
62,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743173078888889,1.8912554083213506e-07,0.002842565637377758,0.04585332614083748,0.8219254228793098,3.4931830472370664,0.717996118445558,32.95602183665111
63,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743173634444444,1.8912554035326112e-07,0.0028425657300112906,0.04585332739139339,0.8219254226877114,3.4931830464227733,0.7179961175353499,32.95602179487256
64,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431741899999995,1.8912553987438713e-07,0.0028425658226448195,0.04585332864194941,0.8219254224961132,3.493183045608481,0.7179961166251415,32.956021753094
65,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743174745555555,1.8912553939551305e-07,0.002842565915278345,0.04585332989250554,0.8219254223045148,3.493183044794188,0.7179961157149334,32.956021711315444
66,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.74317530111111,1.891255389166389e-07,0.002842566007911867,0.04585333114306178,0.8219254221129165,3.493183043979895,0.7179961148047249,32.956021669536874
67,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431758566666655,1.8912553843776467e-07,0.002842566100545385,0.045853332393618135,0.821925421921318,3.4931830431656015,0.7179961138945163,32.956021627758304
68,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743176412222221,1.8912553795889035e-07,0.0028425661931788995,0.0458533336441746,0.8219254217297196,3.493183042351308,0.7179961129843079,32.956021585979734
69,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743176967777776,1.89125537480016e-07,0.0028425662858124106,0.04585333489473118,0.8219254215381212,3.4931830415370153,0.7179961120740992,32.95602154420116
70,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431775233333315,1.8912553700114155e-07,0.002842566378445918,0.04585333614528787,0.8219254213465229,3.4931830407227222,0.7179961111638905,32.95602150242258
71,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743178078888887,1.8912553652226702e-07,0.0028425664710794224,0.04585333739584467,0.8219254211549244,3.4931830399084287,0.7179961102536817,32.95602146064399
72,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743178634444442,1.8912553604339242e-07,0.002842566563712923,0.045853338646401585,0.821925420963326,3.4931830390941356,0.7179961093434726,32.95602141886539
73,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431791899999975,1.8912553556451774e-07,0.00284256665634642,0.04585333989695861,0.8219254207717274,3.4931830382798412,0.7179961084332636,32.95602137708679
74,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743179745555553,1.8912553508564297e-07,0.002842566748979913,0.045853341147515755,0.8219254205801287,3.4931830374655473,0.7179961075230545,32.95602133530821
75,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743180301111108,1.8912553460676816e-07,0.002842566841613403,0.045853342398073,0.8219254203885303,3.493183036651254,0.7179961066128454,32.95602129352961
76,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431808566666636,1.8912553412789327e-07,0.002842566934246889,0.04585334364863037,0.8219254201969318,3.49318303583696,0.7179961057026362,32.956021251751004
77,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743181412222219,1.891255336490183e-07,0.002842567026880372,0.045853344899187846,0.8219254200053333,3.4931830350226667,0.7179961047924267,32.956021209972384
78,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431819677777742,1.8912553317014324e-07,0.002842567119513851,0.04585334614974543,0.8219254198137346,3.493183034208372,0.7179961038822172,32.95602116819377
79,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431825233333296,1.8912553269126813e-07,0.0028425672121473265,0.045853347400303134,0.821925419622136,3.4931830333940783,0.7179961029720078,32.95602112641516
80,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743183078888885,1.8912553221239292e-07,0.002842567304780798,0.045853348650860944,0.8219254194305375,3.493183032579785,0.7179961020617982,32.95602108463654
81,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431836344444402,1.8912553173351766e-07,0.0028425673974142667,0.045853349901418865,0.8219254192389388,3.49318303176549,0.7179961011515885,32.95602104285791
82,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431841899999956,1.891255312546423e-07,0.0028425674900477314,0.045853351151976904,0.8219254190473402,3.4931830309511955,0.7179961002413786,32.95602100107928
83,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743184745555551,1.891255307757669e-07,0.0028425675826811926,0.04585335240253505,0.8219254188557416,3.493183030136902,0.7179960993311688,32.95602095930065
84,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431853011111063,1.8912553029689139e-07,0.0028425676753146504,0.04585335365309331,0.8219254186641429,3.493183029322607,0.7179960984209589,32.95602091752202
85,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431858566666616,1.8912552981801583e-07,0.0028425677679481043,0.04585335490365168,0.8219254184725442,3.4931830285083127,0.7179960975107489,32.95602087574337
86,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743186412222217,1.8912552933914017e-07,0.002842567860581555,0.04585335615421017,0.8219254182809456,3.4931830276940192,0.7179960966005388,32.95602083396473
87,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431869677777723,1.8912552886026445e-07,0.002842567953215002,0.045853357404768764,0.8219254180893468,3.493183026879724,0.7179960956903284,32.956020792186074
88,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431875233333276,1.8912552838138866e-07,0.0028425680458484454,0.04585335865532747,0.821925417897748,3.4931830260654286,0.7179960947801182,32.956020750407426
89,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743188078888883,1.891255279025128e-07,0.002842568138481885,0.04585335990588629,0.8219254177061492,3.493183025251134,0.7179960938699078,32.95602070862877
90,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431886344444383,1.8912552742363686e-07,0.0028425682311153215,0.04585336115644523,0.8219254175145505,3.49318302443684,0.7179960929596974,32.95602066685011
91,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431891899999936,1.8912552694476085e-07,0.0028425683237487545,0.04585336240700427,0.8219254173229518,3.493183023622545,0.7179960920494869,32.956020625071446
92,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743189745555549,1.8912552646588474e-07,0.0028425684163821833,0.04585336365756343,0.8219254171313528,3.4931830228082497,0.7179960911392762,32.956020583292776
93,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431903011111043,1.8912552598700858e-07,0.002842568509015609,0.045853364908122696,0.8219254169397541,3.4931830219939553,0.7179960902290655,32.9560205415141
94,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431908566666596,1.8912552550813233e-07,0.002842568601649031,0.045853366158682074,0.8219254167481553,3.49318302117966,0.7179960893188548,32.95602049973544
95,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743191412222215,1.8912552502925603e-07,0.0028425686942824494,0.04585336740924157,0.8219254165565564,3.493183020365364,0.7179960884086438,32.956020457956754
96,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431919677777703,1.8912552455037963e-07,0.0028425687869158642,0.04585336865980118,0.8219254163649575,3.4931830195510694,0.7179960874984329,32.95602041617807
97,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431925233333256,1.8912552407150318e-07,0.0028425688795492756,0.04585336991036089,0.8219254161733586,3.493183018736774,0.7179960865882218,32.95602037439938
98,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743193078888881,1.8912552359262664e-07,0.0028425689721826835,0.04585337116092072,0.8219254159817598,3.4931830179224788,0.7179960856780105,32.95602033262068
99,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431936344444363,1.8912552311375003e-07,0.002842569064816088,0.045853372411480665,0.8219254157901608,3.4931830171081835,0.7179960847677994,32.95602029084199
100,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431941899999917,1.8912552263487333e-07,0.002842569157449489,0.04585337366204072,0.8219254155985618,3.4931830162938877,0.7179960838575881,32.956020249063286
101,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743194745555547,1.8912552215599656e-07,0.0028425692500828855,0.045853374912600886,0.821925415406963,3.4931830154795924,0.7179960829473766,32.95602020728459
102,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431953011111023,1.8912552167711973e-07,0.002842569342716279,0.04585337616316116,0.821925415215364,3.493183014665297,0.7179960820371653,32.95602016550588
103,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431958566666577,1.8912552119824283e-07,0.002842569435349669,0.04585337741372155,0.821925415023765,3.4931830138510014,0.7179960811269536,32.95602012372717
104,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743196412222213,1.8912552071936584e-07,0.0028425695279830554,0.04585337866428205,0.821925414832166,3.4931830130367056,0.7179960802167419,32.95602008194845
105,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431969677777683,1.8912552024048878e-07,0.002842569620616438,0.04585337991484267,0.821925414640567,3.49318301222241,0.7179960793065302,32.95602004016974
106,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431975233333237,1.8912551976161163e-07,0.0028425697132498174,0.04585338116540339,0.8219254144489679,3.4931830114081137,0.7179960783963184,32.956019998391014
107,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743198078888879,1.8912551928273443e-07,0.002842569805883193,0.045853382415964226,0.8219254142573688,3.4931830105938175,0.7179960774861065,32.95601995661229
108,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431986344444343,1.8912551880385713e-07,0.0028425698985165655,0.04585338366652518,0.8219254140657698,3.4931830097795213,0.7179960765758944,32.956019914833554
109,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7431991899999897,1.8912551832497978e-07,0.002842569991149934,0.045853384917086244,0.8219254138741707,3.493183008965225,0.7179960756656822,32.956019873054814
110,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743199745555545,1.8912551784610234e-07,0.002842570083783299,0.04585338616764742,0.8219254136825714,3.4931830081509285,0.7179960747554701,32.95601983127607
111,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432003011111004,1.8912551736722485e-07,0.0028425701764166604,0.045853387418208706,0.8219254134909725,3.4931830073366332,0.7179960738452579,32.95601978949734
112,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432008566666557,1.8912551688834726e-07,0.0028425702690500184,0.045853388668770104,0.8219254132993734,3.493183006522337,0.7179960729350455,32.956019747718585
113,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743201412222211,1.891255164094696e-07,0.0028425703616833725,0.04585338991933161,0.8219254131077742,3.4931830057080404,0.7179960720248332,32.956019705939845
114,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432019677777664,1.8912551593059186e-07,0.0028425704543167236,0.04585339116989323,0.8219254129161749,3.4931830048937433,0.7179960711146206,32.95601966416108
115,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432025233333217,1.8912551545171405e-07,0.0028425705469500707,0.04585339242045497,0.8219254127245759,3.4931830040794476,0.7179960702044079,32.95601962238232
116,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743203078888877,1.891255149728362e-07,0.002842570639583414,0.04585339367101682,0.8219254125329767,3.4931830032651505,0.7179960692941952,32.95601958060356
117,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432036344444324,1.8912551449395823e-07,0.0028425707322167542,0.04585339492157878,0.8219254123413774,3.4931830024508534,0.7179960683839826,32.9560195388248
118,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432041899999877,1.8912551401508018e-07,0.002842570824850091,0.04585339617214085,0.821925412149778,3.493183001636556,0.7179960674737697,32.95601949704603
119,1,25.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743204745555543,1.8912551353620209e-07,0.0028425709174834234,0.04585339742270303,0.8219254119581788,3.49318300082226,0.7179960665635566,32.95601945526725
120,2,90.0,True,5.555555555555555e-07,0.0,0.0,5.93e-05,0.0,5.9855555555555554e-05,3.7432646011110986,1.8912546194143816e-07,0.0028425808977778403,0.0458535321589293,0.7769870185073506,11.887901383162465,0.7179959684967109,32.95601495399903
121,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743265156666654,1.8912546146255196e-07,0.0028425809904107854,0.045853533409503676,0.776987018144707,11.887901377614018,0.7179959675864884,32.95601491221982
