step,block,requested_current_a,is_on,load_increment_pct,natural_increment_pct,ramp_increment_pct,shift_increment_pct,start_stop_increment_pct,total_increment_pct,damage_pct,theta_i0_a_per_cm2,theta_ih_a_per_cm2,theta_r_ohm_cm2,actual_cell_voltage_v,actual_stack_power_kw,diagnostic_cell_voltage_270a_v,diagnostic_stack_power_270a_kw
122,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432657122222093,1.8912546098366566e-07,0.0028425810830437276,0.04585353466007816,0.7769870177820637,11.887901372065574,0.7179959666762662,32.95601487044062
123,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432662677777646,1.891254605047793e-07,0.0028425811756766658,0.045853535910652755,0.77698701741942,11.887901366517127,0.7179959657660437,32.9560148286614
124,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.74326682333332,1.8912546002589287e-07,0.0028425812683096005,0.04585353716122746,0.7769870170567764,11.887901360968678,0.7179959648558213,32.95601478688219
125,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432673788888753,1.8912545954700635e-07,0.0028425813609425313,0.045853538411802286,0.7769870166941328,11.887901355420231,0.7179959639455985,32.95601474510297
126,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432679344444306,1.8912545906811976e-07,0.002842581453575459,0.045853539662377214,0.7769870163314889,11.88790134987178,0.7179959630353758,32.95601470332375
127,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743268489999986,1.891254585892331e-07,0.002842581546208383,0.04585354091295226,0.7769870159688453,11.887901344323334,0.7179959621251532,32.95601466154453
128,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432690455555413,1.8912545811034636e-07,0.0028425816388413035,0.04585354216352742,0.7769870156062015,11.887901338774883,0.7179959612149301,32.95601461976529
129,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432696011110966,1.8912545763145955e-07,0.0028425817314742204,0.045853543414102686,0.7769870152435577,11.887901333226432,0.7179959603047074,32.95601457798607
130,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743270156666652,1.8912545715257267e-07,0.0028425818241071335,0.045853544664678066,0.7769870148809139,11.887901327677982,0.7179959593944842,32.95601453620683
131,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432707122222073,1.891254566736857e-07,0.002842581916740043,0.045853545915253556,0.77698701451827,11.88790132212953,0.7179959584842612,32.95601449442759
132,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432712677777626,1.8912545619479866e-07,0.0028425820093729496,0.045853547165829164,0.7769870141556262,11.88790131658108,0.7179959575740378,32.95601445264833
133,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743271823333318,1.8912545571591156e-07,0.0028425821020058523,0.04585354841640488,0.7769870137929822,11.887901311032628,0.7179959566638144,32.95601441086909
134,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432723788888733,1.8912545523702439e-07,0.002842582194638751,0.04585354966698071,0.7769870134303382,11.887901305484172,0.7179959557535912,32.95601436908984
135,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432729344444287,1.8912545475813713e-07,0.0028425822872716463,0.04585355091755665,0.7769870130676941,11.88790129993572,0.7179959548433676,32.95601432731058
136,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743273489999984,1.891254542792498e-07,0.0028425823799045386,0.0458535521681327,0.77698701270505,11.887901294387266,0.7179959539331441,32.95601428553132
137,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432740455555393,1.8912545380036238e-07,0.002842582472537427,0.045853553418708864,0.7769870123424061,11.887901288838814,0.7179959530229204,32.95601424375205
138,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432746011110947,1.891254533214749e-07,0.0028425825651703118,0.045853554669285146,0.7769870119797619,11.887901283290358,0.7179959521126967,32.95601420197278
139,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.74327515666665,1.8912545284258734e-07,0.0028425826578031927,0.04585355591986153,0.7769870116171177,11.887901277741902,0.7179959512024728,32.956014160193504
140,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432757122222053,1.8912545236369971e-07,0.0028425827504360707,0.045853557170438035,0.7769870112544733,11.887901272193444,0.7179959502922489,32.956014118414224
141,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432762677777607,1.89125451884812e-07,0.0028425828430689447,0.04585355842101465,0.7769870108918293,11.887901266644986,0.717995949382025,32.95601407663495
142,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743276823333316,1.8912545140592422e-07,0.0028425829357018153,0.045853559671591375,0.7769870105291851,11.88790126109653,0.7179959484718009,32.95601403485567
143,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432773788888714,1.8912545092703636e-07,0.002842583028334682,0.04585356092216821,0.7769870101665406,11.887901255548071,0.7179959475615768,32.956013993076375
144,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432779344444267,1.8912545044814844e-07,0.0028425831209675455,0.045853562172745166,0.7769870098038963,11.887901249999613,0.7179959466513526,32.95601395129709
145,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743278489999982,1.8912544996926042e-07,0.0028425832136004057,0.045853563423322224,0.7769870094412518,11.887901244451152,0.7179959457411281,32.95601390951778
146,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432790455555374,1.8912544949037234e-07,0.0028425833062332615,0.0458535646738994,0.7769870090786076,11.887901238902696,0.7179959448309038,32.956013867738484
147,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432796011110927,1.891254490114842e-07,0.0028425833988661143,0.04585356592447669,0.776987008715963,11.887901233354235,0.7179959439206792,32.956013825959175
148,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743280156666648,1.8912544853259598e-07,0.0028425834914989636,0.04585356717505408,0.7769870083533187,11.887901227805775,0.7179959430104547,32.95601378417987
149,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432807122222034,1.8912544805370766e-07,0.002842583584131809,0.0458535684256316,0.7769870079906741,11.887901222257314,0.71799594210023,32.95601374240056
150,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432812677777587,1.891254475748193e-07,0.002842583676764651,0.04585356967620922,0.7769870076280294,11.88790121670885,0.7179959411900052,32.95601370062124
151,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743281823333314,1.8912544709593085e-07,0.0028425837693974894,0.04585357092678695,0.7769870072653848,11.887901211160388,0.7179959402797804,32.95601365884192
152,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432823788888694,1.891254466170423e-07,0.0028425838620303244,0.0458535721773648,0.7769870069027404,11.887901205611929,0.7179959393695554,32.956013617062595
153,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432829344444247,1.8912544613815372e-07,0.002842583954663156,0.04585357342794275,0.7769870065400957,11.887901200063464,0.7179959384593304,32.956013575283265
154,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.74328348999998,1.8912544565926503e-07,0.0028425840472959835,0.045853574678520824,0.776987006177451,11.887901194515,0.7179959375491053,32.95601353350393
155,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432840455555354,1.891254451803763e-07,0.0028425841399288077,0.04585357592909901,0.7769870058148063,11.887901188966536,0.7179959366388802,32.9560134917246
156,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432846011110907,1.8912544470148745e-07,0.0028425842325616284,0.04585357717967731,0.7769870054521615,11.887901183418071,0.7179959357286548,32.95601344994525
157,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743285156666646,1.8912544422259855e-07,0.0028425843251944456,0.04585357843025571,0.7769870050895167,11.887901177869605,0.7179959348184296,32.95601340816592
158,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432857122222014,1.8912544374370958e-07,0.002842584417827259,0.04585357968083423,0.7769870047268717,11.887901172321136,0.717995933908204,32.95601336638657
159,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432862677777567,1.8912544326482055e-07,0.0028425845104600687,0.04585358093141286,0.7769870043642267,11.88790116677267,0.7179959329979785,32.95601332460721
160,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743286823333312,1.8912544278593141e-07,0.002842584603092875,0.045853582181991606,0.7769870040015819,11.887901161224203,0.7179959320877528,32.956013282827854
161,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432873788888674,1.8912544230704223e-07,0.002842584695725678,0.04585358343257046,0.776987003638937,11.887901155675737,0.7179959311775271,32.956013241048495
162,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432879344444228,1.8912544182815293e-07,0.002842584788358477,0.04585358468314943,0.776987003276292,11.887901150127266,0.7179959302673012,32.95601319926912
163,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743288489999978,1.8912544134926359e-07,0.002842584880991273,0.045853585933728506,0.7769870029136469,11.887901144578796,0.7179959293570753,32.956013157489764
164,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432890455555334,1.8912544087037419e-07,0.002842584973624065,0.045853587184307695,0.776987002551002,11.88790113903033,0.7179959284468495,32.95601311571039
165,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432896011110888,1.8912544039148468e-07,0.0028425850662568536,0.045853588434887,0.7769870021883568,11.887901133481861,0.7179959275366234,32.95601307393102
166,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743290156666644,1.8912543991259512e-07,0.0028425851588896388,0.04585358968546642,0.7769870018257117,11.887901127933388,0.7179959266263972,32.95601303215163
167,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432907122221994,1.8912543943370546e-07,0.00284258525152242,0.04585359093604595,0.7769870014630664,11.887901122384918,0.7179959257161711,32.95601299037226
168,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743291267777755,1.8912543895481574e-07,0.002842585344155198,0.04585359218662559,0.7769870011004213,11.887901116836446,0.7179959248059447,32.956012948592864
169,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.74329182333331,1.8912543847592594e-07,0.002842585436787972,0.04585359343720534,0.7769870007377762,11.887901111287974,0.7179959238957184,32.95601290681348
170,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432923788888655,1.891254379970361e-07,0.002842585529420743,0.0458535946877852,0.7769870003751308,11.8879011057395,0.7179959229854919,32.956012865034076
171,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743292934444421,1.8912543751814614e-07,0.00284258562205351,0.045853595938365174,0.7769870000124854,11.887901100191026,0.7179959220752654,32.956012823254675
172,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743293489999976,1.8912543703925613e-07,0.0028425857146862736,0.045853597188945265,0.77698699964984,11.887901094642551,0.7179959211650387,32.95601278147528
173,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432940455555315,1.8912543656036602e-07,0.002842585807319034,0.04585359843952547,0.7769869992871946,11.887901089094077,0.7179959202548118,32.956012739695865
174,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743294601111087,1.8912543608147585e-07,0.00284258589995179,0.04585359969010578,0.7769869989245494,11.887901083545607,0.7179959193445852,32.956012697916464
175,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743295156666642,1.8912543560258563e-07,0.002842585992584543,0.045853600940686204,0.7769869985619038,11.887901077997126,0.7179959184343583,32.95601265613705
176,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432957122221975,1.891254351236953e-07,0.0028425860852172927,0.04585360219126674,0.7769869981992583,11.887901072448653,0.7179959175241313,32.956012614357626
177,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743296267777753,1.8912543464480492e-07,0.0028425861778500383,0.045853603441847385,0.7769869978366127,11.887901066900177,0.717995916613904,32.95601257257819
178,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743296823333308,1.8912543416591444e-07,0.0028425862704827805,0.04585360469242815,0.7769869974739674,11.887901061351702,0.7179959157036769,32.95601253079877
179,2,90.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7432973788888635,1.891254336870239e-07,0.0028425863631155192,0.045853605943009024,0.7769869971113217,11.887901055803223,0.7179959147934497,32.95601248901934
180,3,120.0,True,5.555555555555555e-07,0.0,0.0,5.93e-05,0.0,5.9855555555555554e-05,3.743357234444419,1.8912538209092026e-07,0.002842596343345909,0.045853740681248915,0.7644868439586897,15.59553161675727,0.7179958167250631,32.956007987680394
181,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433577899999744,1.891253816120216e-07,0.00284259643597826,0.045853741931841975,0.764486843506459,15.595531607531765,0.7179958158148265,32.95600794590054
182,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433583455555297,1.8912538113312287e-07,0.0028425965286106077,0.04585374318243515,0.7644868430542283,15.595531598306257,0.7179958149045897,32.95600790412067
183,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743358901111085,1.8912538065422408e-07,0.0028425966212429514,0.045853744433028434,0.7644868426019975,15.59553158908075,0.7179958139943531,32.956007862340805
184,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433594566666404,1.891253801753252e-07,0.0028425967138752924,0.045853745683621834,0.7644868421497667,15.59553157985524,0.7179958130841163,32.95600782056094
185,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433600122221957,1.8912537969642625e-07,0.002842596806507629,0.045853746934215345,0.7644868416975359,15.595531570629731,0.7179958121738793,32.95600777878106
186,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743360567777751,1.8912537921752724e-07,0.0028425968991399623,0.045853748184808966,0.764486841245305,15.595531561404222,0.7179958112636422,32.95600773700118
187,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433611233333064,1.8912537873862812e-07,0.002842596991772292,0.0458537494354027,0.7644868407930739,15.59553155217871,0.7179958103534052,32.956007695221295
188,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433616788888617,1.8912537825972896e-07,0.002842597084404618,0.04585375068599654,0.764486840340843,15.595531542953196,0.717995809443168,32.95600765344141
189,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743362234444417,1.891253777808297e-07,0.0028425971770369408,0.045853751936590505,0.764486839888612,15.595531533727684,0.7179958085329308,32.956007611661526
190,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433627899999724,1.891253773019304e-07,0.0028425972696692597,0.04585375318718457,0.764486839436381,15.59553152450217,0.7179958076226934,32.95600756988163
191,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433633455555277,1.89125376823031e-07,0.002842597362301575,0.045853754437778754,0.7644868389841499,15.59553151527666,0.7179958067124559,32.95600752810173
192,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743363901111083,1.8912537634413152e-07,0.002842597454933887,0.04585375568837305,0.7644868385319188,15.595531506051142,0.7179958058022183,32.956007486321816
193,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433644566666384,1.8912537586523198e-07,0.0028425975475661956,0.045853756938967455,0.7644868380796874,15.595531496825624,0.7179958048919808,32.95600744454192
194,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433650122221938,1.8912537538633237e-07,0.0028425976401985,0.04585375818956197,0.7644868376274562,15.595531487600105,0.7179958039817431,32.956007402762005
195,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743365567777749,1.8912537490743267e-07,0.0028425977328308018,0.045853759440156606,0.7644868371752248,15.595531478374586,0.7179958030715052,32.95600736098209
196,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433661233333044,1.8912537442853292e-07,0.002842597825463099,0.045853760690751345,0.7644868367229936,15.59553146914907,0.7179958021612673,32.95600731920217
197,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433666788888598,1.8912537394963307e-07,0.002842597918095393,0.0458537619413462,0.7644868362707623,15.59553145992355,0.7179958012510295,32.95600727742225
198,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743367234444415,1.8912537347073316e-07,0.0028425980107276835,0.04585376319194117,0.7644868358185308,15.59553145069803,0.7179958003407915,32.956007235642325
199,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433677899999704,1.8912537299183314e-07,0.0028425981033599708,0.04585376444253625,0.7644868353662992,15.595531441472506,0.7179957994305534,32.956007193862405
200,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743368345555526,1.891253725129331e-07,0.002842598195992254,0.04585376569313144,0.7644868349140678,15.595531432246982,0.717995798520315,32.95600715208246
201,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743368901111081,1.8912537203403296e-07,0.002842598288624534,0.04585376694372674,0.7644868344618362,15.595531423021457,0.7179957976100768,32.95600711030252
202,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433694566666365,1.8912537155513273e-07,0.0028425983812568104,0.04585376819432216,0.7644868340096046,15.595531413795934,0.7179957966998385,32.95600706852259
203,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743370012222192,1.8912537107623245e-07,0.002842598473889083,0.04585376944491769,0.764486833557373,15.59553140457041,0.7179957957896,32.95600702674264
204,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743370567777747,1.8912537059733207e-07,0.002842598566521352,0.04585377069551332,0.7644868331051413,15.595531395344882,0.7179957948793616,32.9560069849627
205,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433711233333025,1.8912537011843163e-07,0.002842598659153618,0.045853771946109075,0.7644868326529096,15.595531386119355,0.7179957939691228,32.956006943182736
206,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743371678888858,1.8912536963953111e-07,0.0028425987517858796,0.04585377319670494,0.7644868322006778,15.595531376893828,0.7179957930588841,32.95600690140277
207,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743372234444413,1.8912536916063054e-07,0.002842598844418138,0.04585377444730092,0.7644868317484459,15.595531367668297,0.7179957921486453,32.956006859622825
208,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433727899999685,1.8912536868172987e-07,0.002842598937050393,0.045853775697897003,0.7644868312962141,15.595531358442768,0.7179957912384063,32.95600681784285
209,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743373345555524,1.8912536820282914e-07,0.0028425990296826443,0.0458537769484932,0.7644868308439822,15.595531349217238,0.7179957903281674,32.95600677606288
210,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743373901111079,1.8912536772392833e-07,0.002842599122314892,0.045853778199089514,0.7644868303917501,15.595531339991703,0.7179957894179283,32.956006734282916
211,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433744566666345,1.8912536724502744e-07,0.002842599214947136,0.04585377944968594,0.7644868299395182,15.595531330766173,0.7179957885076892,32.95600669250293
212,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.74337501222219,1.8912536676612648e-07,0.002842599307579377,0.045853780700282475,0.7644868294872862,15.595531321540639,0.71799578759745,32.95600665072295
213,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743375567777745,1.8912536628722543e-07,0.002842599400211614,0.04585378195087912,0.764486829035054,15.595531312315103,0.7179957866872106,32.956006608942964
214,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433761233333005,1.8912536580832433e-07,0.0028425994928438477,0.04585378320147589,0.7644868285828219,15.595531303089567,0.7179957857769713,32.95600656716299
215,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743376678888856,1.8912536532942315e-07,0.0028425995854760772,0.045853784452072756,0.7644868281305898,15.595531293864031,0.7179957848667317,32.95600652538298
216,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743377234444411,1.891253648505219e-07,0.002842599678108304,0.04585378570266974,0.7644868276783576,15.595531284638495,0.7179957839564921,32.956006483602984
217,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433777899999665,1.8912536437162056e-07,0.0028425997707405264,0.045853786953266834,0.7644868272261255,15.59553127541296,0.7179957830462524,32.956006441822986
218,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743378345555522,1.8912536389271914e-07,0.002842599863372746,0.04585378820386404,0.764486826773893,15.595531266187416,0.7179957821360127,32.95600640004299
219,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743378901111077,1.8912536341381767e-07,0.0028425999560049613,0.04585378945446136,0.7644868263216608,15.595531256961879,0.7179957812257728,32.956006358262975
220,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433794566666325,1.891253629349161e-07,0.0028426000486371735,0.0458537907050588,0.7644868258694283,15.59553124773634,0.717995780315533,32.95600631648296
221,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743380012222188,1.8912536245601446e-07,0.0028426001412693823,0.045853791955656344,0.7644868254171958,15.595531238510796,0.7179957794052929,32.95600627470294
222,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743380567777743,1.8912536197711276e-07,0.002842600233901587,0.045853793206254004,0.7644868249649633,15.595531229285251,0.7179957784950529,32.95600623292293
223,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433811233332985,1.8912536149821097e-07,0.0028426003265337885,0.04585379445685177,0.7644868245127309,15.595531220059708,0.7179957775848127,32.9560061911429
224,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743381678888854,1.8912536101930913e-07,0.0028426004191659865,0.04585379570744965,0.7644868240604982,15.595531210834162,0.7179957766745724,32.95600614936288
225,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743382234444409,1.8912536054040718e-07,0.002842600511798181,0.04585379695804764,0.7644868236082656,15.595531201608617,0.717995775764332,32.956006107582844
226,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433827899999645,1.8912536006150518e-07,0.0028426006044303715,0.04585379820864575,0.764486823156033,15.595531192383072,0.7179957748540916,32.956006065802804
227,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.74338334555552,1.891253595826031e-07,0.0028426006970625585,0.04585379945924396,0.7644868227038002,15.595531183157524,0.7179957739438512,32.95600602402277
228,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743383901111075,1.8912535910370095e-07,0.002842600789694742,0.045853800709842296,0.7644868222515674,15.595531173931974,0.7179957730336105,32.95600598224272
229,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433844566666306,1.8912535862479874e-07,0.0028426008823269223,0.04585380196044074,0.7644868217993347,15.595531164706427,0.7179957721233698,32.956005940462674
230,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743385012222186,1.8912535814589642e-07,0.002842600974959099,0.04585380321103929,0.7644868213471019,15.595531155480877,0.7179957712131291,32.956005898682626
231,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433855677777412,1.8912535766699405e-07,0.0028426010675912717,0.045853804461637955,0.764486820894869,15.595531146255327,0.7179957703028881,32.956005856902564
232,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433861233332966,1.891253571880916e-07,0.002842601160223441,0.04585380571223673,0.764486820442636,15.595531137029775,0.7179957693926471,32.9560058151225
233,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.743386678888852,1.8912535670918907e-07,0.002842601252855607,0.04585380696283563,0.764486819990403,15.595531127804223,0.7179957684824061,32.95600577334244
234,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433872344444072,1.8912535623028646e-07,0.002842601345487769,0.04585380821343463,0.76448681953817,15.595531118578666,0.717995767572165,32.95600573156237
235,3,120.0,True,5.555555555555555e-07,0.0,0.0,0.0,0.0,5.555555555555555e-07,3.7433877899999626,1.8912535575138378e-07,0.0028426014381199276,0.04585380946403374,0.764486819085937,15.595531109353114,0.7179957666619237,32.956005689782295
