policy,n_runs,health_limit_crossing_share,time_to_limit_mean_h,time_to_limit_std_h,time_to_limit_q10_h,time_to_limit_median_h,time_to_limit_q90_h,start_count_mean,assignment_change_mean
fixed_pair,10,1.0,1646.5,10.157099323461727,1636.6,1643.5,1661.2,2.0,0.0
health_greedy,10,1.0,2138.0,8.94427190999916,2129.8,2134.5,2148.6,44.3,42.3
